wpp,file_group,AgeGrp,AgeGrpStart,AgeGrpSpan
2022,Fertility_by_Age1,16,16,1
2022,Fertility_by_Age1,17,17,1
2022,Fertility_by_Age1,18,18,1
2022,Fertility_by_Age1,19,19,1
2022,Fertility_by_Age1,20,20,1
2022,Fertility_by_Age1,21,21,1
2022,Fertility_by_Age1,22,22,1
2022,Fertility_by_Age1,23,23,1
2022,Fertility_by_Age1,24,24,1
2022,Fertility_by_Age1,25,25,1
2022,Fertility_by_Age1,26,26,1
2022,Fertility_by_Age1,27,27,1
2022,Fertility_by_Age1,28,28,1
2022,Fertility_by_Age1,29,29,1
2022,Fertility_by_Age1,30,30,1
2022,Fertility_by_Age1,31,31,1
2022,Fertility_by_Age1,32,32,1
2022,Fertility_by_Age1,33,33,1
2022,Fertility_by_Age1,34,34,1
2022,Fertility_by_Age1,35,35,1
2022,Fertility_by_Age1,36,36,1
2022,Fertility_by_Age1,37,37,1
2022,Fertility_by_Age1,38,38,1
2022,Fertility_by_Age1,39,39,1
2022,Fertility_by_Age1,40,40,1
2022,Fertility_by_Age1,41,41,1
2022,Fertility_by_Age1,42,42,1
2022,Fertility_by_Age1,43,43,1
2022,Fertility_by_Age1,44,44,1
2022,Fertility_by_Age1,45,45,1
2022,Fertility_by_Age1,46,46,1
2022,Fertility_by_Age1,47,47,1
2022,Fertility_by_Age1,48,48,1
2022,Fertility_by_Age1,49,49,1
2022,Fertility_by_Age5,10-14,10,5
2022,Fertility_by_Age5,15-19,15,5
2022,Fertility_by_Age5,20-24,20,5
2022,Fertility_by_Age5,25-29,25,5
2022,Fertility_by_Age5,30-34,30,5
2022,Fertility_by_Age5,35-39,35,5
2022,Fertility_by_Age5,40-44,40,5
2022,Fertility_by_Age5,45-49,45,5
2022,Fertility_by_Age5,50-54,50,5
2022,Life_Table_Abridged,0,0,1
2022,Life_Table_Abridged,1-4,1,4
2022,Life_Table_Abridged,5-9,5,5
2022,Life_Table_Abridged,10-14,10,5
2022,Life_Table_Abridged,15-19,15,5
2022,Life_Table_Abridged,20-24,20,5
2022,Life_Table_Abridged,25-29,25,5
2022,Life_Table_Abridged,30-34,30,5
2022,Life_Table_Abridged,35-39,35,5
2022,Life_Table_Abridged,40-44,40,5
2022,Life_Table_Abridged,45-49,45,5
2022,Life_Table_Abridged,50-54,50,5
2022,Life_Table_Abridged,55-59,55,5
2022,Life_Table_Abridged,60-64,60,5
2022,Life_Table_Abridged,65-69,65,5
2022,Life_Table_Abridged,70-74,70,5
2022,Life_Table_Abridged,75-79,75,5
2022,Life_Table_Abridged,80-84,80,5
2022,Life_Table_Abridged,85-89,85,5
2022,Life_Table_Abridged,90-94,90,5
2022,Life_Table_Abridged,95-99,95,5
2022,Life_Table_Abridged,100+,100,-1
2022,Life_Table_Complete,0,0,1
2022,Life_Table_Complete,1-1,1,1
2022,Life_Table_Complete,2-2,2,1
2022,Life_Table_Complete,3-3,3,1
2022,Life_Table_Complete,4-4,4,1
2022,Life_Table_Complete,5-5,5,1
2022,Life_Table_Complete,6-6,6,1
2022,Life_Table_Complete,7-7,7,1
2022,Life_Table_Complete,8-8,8,1
2022,Life_Table_Complete,9-9,9,1
2022,Life_Table_Complete,10-10,10,1
2022,Life_Table_Complete,11-11,11,1
2022,Life_Table_Complete,12-12,12,1
2022,Life_Table_Complete,13-13,13,1
2022,Life_Table_Complete,14-14,14,1
2022,Life_Table_Complete,15-15,15,1
2022,Life_Table_Complete,16-16,16,1
2022,Life_Table_Complete,17-17,17,1
2022,Life_Table_Complete,18-18,18,1
2022,Life_Table_Complete,19-19,19,1
2022,Life_Table_Complete,20-20,20,1
2022,Life_Table_Complete,21-21,21,1
2022,Life_Table_Complete,22-22,22,1
2022,Life_Table_Complete,23-23,23,1
2022,Life_Table_Complete,24-24,24,1
2022,Life_Table_Complete,25-25,25,1
2022,Life_Table_Complete,26-26,26,1
2022,Life_Table_Complete,27-27,27,1
2022,Life_Table_Complete,28-28,28,1
2022,Life_Table_Complete,29-29,29,1
2022,Life_Table_Complete,30-30,30,1
2022,Life_Table_Complete,31-31,31,1
2022,Life_Table_Complete,32-32,32,1
2022,Life_Table_Complete,33-33,33,1
2022,Life_Table_Complete,34-34,34,1
2022,Life_Table_Complete,35-35,35,1
2022,Life_Table_Complete,36-36,36,1
2022,Life_Table_Complete,37-37,37,1
2022,Life_Table_Complete,38-38,38,1
2022,Life_Table_Complete,39-39,39,1
2022,Life_Table_Complete,40-40,40,1
2022,Life_Table_Complete,41-41,41,1
2022,Life_Table_Complete,42-42,42,1
2022,Life_Table_Complete,43-43,43,1
2022,Life_Table_Complete,44-44,44,1
2022,Life_Table_Complete,45-45,45,1
2022,Life_Table_Complete,46-46,46,1
2022,Life_Table_Complete,47-47,47,1
2022,Life_Table_Complete,48-48,48,1
2022,Life_Table_Complete,49-49,49,1
2022,Life_Table_Complete,50-50,50,1
2022,Life_Table_Complete,51-51,51,1
2022,Life_Table_Complete,52-52,52,1
2022,Life_Table_Complete,53-53,53,1
2022,Life_Table_Complete,54-54,54,1
2022,Life_Table_Complete,55-55,55,1
2022,Life_Table_Complete,56-56,56,1
2022,Life_Table_Complete,57-57,57,1
2022,Life_Table_Complete,58-58,58,1
2022,Life_Table_Complete,59-59,59,1
2022,Life_Table_Complete,60-60,60,1
2022,Life_Table_Complete,61-61,61,1
2022,Life_Table_Complete,62-62,62,1
2022,Life_Table_Complete,63-63,63,1
2022,Life_Table_Complete,64-64,64,1
2022,Life_Table_Complete,65-65,65,1
2022,Life_Table_Complete,66-66,66,1
2022,Life_Table_Complete,67-67,67,1
2022,Life_Table_Complete,68-68,68,1
2022,Life_Table_Complete,69-69,69,1
2022,Life_Table_Complete,70-70,70,1
2022,Life_Table_Complete,71-71,71,1
2022,Life_Table_Complete,72-72,72,1
2022,Life_Table_Complete,73-73,73,1
2022,Life_Table_Complete,74-74,74,1
2022,Life_Table_Complete,75-75,75,1
2022,Life_Table_Complete,76-76,76,1
2022,Life_Table_Complete,77-77,77,1
2022,Life_Table_Complete,78-78,78,1
2022,Life_Table_Complete,79-79,79,1
2022,Life_Table_Complete,80-80,80,1
2022,Life_Table_Complete,81-81,81,1
2022,Life_Table_Complete,82-82,82,1
2022,Life_Table_Complete,83-83,83,1
2022,Life_Table_Complete,84-84,84,1
2022,Life_Table_Complete,85-85,85,1
2022,Life_Table_Complete,86-86,86,1
2022,Life_Table_Complete,87-87,87,1
2022,Life_Table_Complete,88-88,88,1
2022,Life_Table_Complete,89-89,89,1
2022,Life_Table_Complete,90-90,90,1
2022,Life_Table_Complete,91-91,91,1
2022,Life_Table_Complete,92-92,92,1
2022,Life_Table_Complete,93-93,93,1
2022,Life_Table_Complete,94-94,94,1
2022,Life_Table_Complete,95-95,95,1
2022,Life_Table_Complete,96-96,96,1
2022,Life_Table_Complete,97-97,97,1
2022,Life_Table_Complete,98-98,98,1
2022,Life_Table_Complete,99-99,99,1
2022,Life_Table_Complete,100+,100,-1
2022,Population1JanuaryByAge5GroupSex,0-4,0,5
2022,Population1JanuaryByAge5GroupSex,5-9,5,5
2022,Population1JanuaryByAge5GroupSex,10-14,10,5
2022,Population1JanuaryByAge5GroupSex,15-19,15,5
2022,Population1JanuaryByAge5GroupSex,20-24,20,5
2022,Population1JanuaryByAge5GroupSex,25-29,25,5
2022,Population1JanuaryByAge5GroupSex,30-34,30,5
2022,Population1JanuaryByAge5GroupSex,35-39,35,5
2022,Population1JanuaryByAge5GroupSex,40-44,40,5
2022,Population1JanuaryByAge5GroupSex,45-49,45,5
2022,Population1JanuaryByAge5GroupSex,50-54,50,5
2022,Population1JanuaryByAge5GroupSex,55-59,55,5
2022,Population1JanuaryByAge5GroupSex,60-64,60,5
2022,Population1JanuaryByAge5GroupSex,65-69,65,5
2022,Population1JanuaryByAge5GroupSex,70-74,70,5
2022,Population1JanuaryByAge5GroupSex,75-79,75,5
2022,Population1JanuaryByAge5GroupSex,80-84,80,5
2022,Population1JanuaryByAge5GroupSex,85-89,85,5
2022,Population1JanuaryByAge5GroupSex,90-94,90,5
2022,Population1JanuaryByAge5GroupSex,95-99,95,5
2022,Population1JanuaryByAge5GroupSex,100+,100,-1
2022,Population1JanuaryBySingleAgeSex,0,0,1
2022,Population1JanuaryBySingleAgeSex,1,1,1
2022,Population1JanuaryBySingleAgeSex,2,2,1
2022,Population1JanuaryBySingleAgeSex,3,3,1
2022,Population1JanuaryBySingleAgeSex,4,4,1
2022,Population1JanuaryBySingleAgeSex,5,5,1
2022,Population1JanuaryBySingleAgeSex,6,6,1
2022,Population1JanuaryBySingleAgeSex,7,7,1
2022,Population1JanuaryBySingleAgeSex,8,8,1
2022,Population1JanuaryBySingleAgeSex,9,9,1
2022,Population1JanuaryBySingleAgeSex,10,10,1
2022,Population1JanuaryBySingleAgeSex,11,11,1
2022,Population1JanuaryBySingleAgeSex,12,12,1
2022,Population1JanuaryBySingleAgeSex,13,13,1
2022,Population1JanuaryBySingleAgeSex,14,14,1
2022,Population1JanuaryBySingleAgeSex,15,15,1
2022,Population1JanuaryBySingleAgeSex,16,16,1
2022,Population1JanuaryBySingleAgeSex,17,17,1
2022,Population1JanuaryBySingleAgeSex,18,18,1
2022,Population1JanuaryBySingleAgeSex,19,19,1
2022,Population1JanuaryBySingleAgeSex,20,20,1
2022,Population1JanuaryBySingleAgeSex,21,21,1
2022,Population1JanuaryBySingleAgeSex,22,22,1
2022,Population1JanuaryBySingleAgeSex,23,23,1
2022,Population1JanuaryBySingleAgeSex,24,24,1
2022,Population1JanuaryBySingleAgeSex,25,25,1
2022,Population1JanuaryBySingleAgeSex,26,26,1
2022,Population1JanuaryBySingleAgeSex,27,27,1
2022,Population1JanuaryBySingleAgeSex,28,28,1
2022,Population1JanuaryBySingleAgeSex,29,29,1
2022,Population1JanuaryBySingleAgeSex,30,30,1
2022,Population1JanuaryBySingleAgeSex,31,31,1
2022,Population1JanuaryBySingleAgeSex,32,32,1
2022,Population1JanuaryBySingleAgeSex,33,33,1
2022,Population1JanuaryBySingleAgeSex,34,34,1
2022,Population1JanuaryBySingleAgeSex,35,35,1
2022,Population1JanuaryBySingleAgeSex,36,36,1
2022,Population1JanuaryBySingleAgeSex,37,37,1
2022,Population1JanuaryBySingleAgeSex,38,38,1
2022,Population1JanuaryBySingleAgeSex,39,39,1
2022,Population1JanuaryBySingleAgeSex,40,40,1
2022,Population1JanuaryBySingleAgeSex,41,41,1
2022,Population1JanuaryBySingleAgeSex,42,42,1
2022,Population1JanuaryBySingleAgeSex,43,43,1
2022,Population1JanuaryBySingleAgeSex,44,44,1
2022,Population1JanuaryBySingleAgeSex,45,45,1
2022,Population1JanuaryBySingleAgeSex,46,46,1
2022,Population1JanuaryBySingleAgeSex,47,47,1
2022,Population1JanuaryBySingleAgeSex,48,48,1
2022,Population1JanuaryBySingleAgeSex,49,49,1
2022,Population1JanuaryBySingleAgeSex,50,50,1
2022,Population1JanuaryBySingleAgeSex,51,51,1
2022,Population1JanuaryBySingleAgeSex,52,52,1
2022,Population1JanuaryBySingleAgeSex,53,53,1
2022,Population1JanuaryBySingleAgeSex,54,54,1
2022,Population1JanuaryBySingleAgeSex,55,55,1
2022,Population1JanuaryBySingleAgeSex,56,56,1
2022,Population1JanuaryBySingleAgeSex,57,57,1
2022,Population1JanuaryBySingleAgeSex,58,58,1
2022,Population1JanuaryBySingleAgeSex,59,59,1
2022,Population1JanuaryBySingleAgeSex,60,60,1
2022,Population1JanuaryBySingleAgeSex,61,61,1
2022,Population1JanuaryBySingleAgeSex,62,62,1
2022,Population1JanuaryBySingleAgeSex,63,63,1
2022,Population1JanuaryBySingleAgeSex,64,64,1
2022,Population1JanuaryBySingleAgeSex,65,65,1
2022,Population1JanuaryBySingleAgeSex,66,66,1
2022,Population1JanuaryBySingleAgeSex,67,67,1
2022,Population1JanuaryBySingleAgeSex,68,68,1
2022,Population1JanuaryBySingleAgeSex,69,69,1
2022,Population1JanuaryBySingleAgeSex,70,70,1
2022,Population1JanuaryBySingleAgeSex,71,71,1
2022,Population1JanuaryBySingleAgeSex,72,72,1
2022,Population1JanuaryBySingleAgeSex,73,73,1
2022,Population1JanuaryBySingleAgeSex,74,74,1
2022,Population1JanuaryBySingleAgeSex,75,75,1
2022,Population1JanuaryBySingleAgeSex,76,76,1
2022,Population1JanuaryBySingleAgeSex,77,77,1
2022,Population1JanuaryBySingleAgeSex,78,78,1
2022,Population1JanuaryBySingleAgeSex,79,79,1
2022,Population1JanuaryBySingleAgeSex,80,80,1
2022,Population1JanuaryBySingleAgeSex,81,81,1
2022,Population1JanuaryBySingleAgeSex,82,82,1
2022,Population1JanuaryBySingleAgeSex,83,83,1
2022,Population1JanuaryBySingleAgeSex,84,84,1
2022,Population1JanuaryBySingleAgeSex,85,85,1
2022,Population1JanuaryBySingleAgeSex,86,86,1
2022,Population1JanuaryBySingleAgeSex,87,87,1
2022,Population1JanuaryBySingleAgeSex,88,88,1
2022,Population1JanuaryBySingleAgeSex,89,89,1
2022,Population1JanuaryBySingleAgeSex,90,90,1
2022,Population1JanuaryBySingleAgeSex,91,91,1
2022,Population1JanuaryBySingleAgeSex,92,92,1
2022,Population1JanuaryBySingleAgeSex,93,93,1
2022,Population1JanuaryBySingleAgeSex,94,94,1
2022,Population1JanuaryBySingleAgeSex,95,95,1
2022,Population1JanuaryBySingleAgeSex,96,96,1
2022,Population1JanuaryBySingleAgeSex,97,97,1
2022,Population1JanuaryBySingleAgeSex,98,98,1
2022,Population1JanuaryBySingleAgeSex,99,99,1
2022,Population1JanuaryBySingleAgeSex,100+,100,-1
2022,PopulationByAge5GroupSex,0-4,0,5
2022,PopulationByAge5GroupSex,5-9,5,5
2022,PopulationByAge5GroupSex,10-14,10,5
2022,PopulationByAge5GroupSex,15-19,15,5
2022,PopulationByAge5GroupSex,20-24,20,5
2022,PopulationByAge5GroupSex,25-29,25,5
2022,PopulationByAge5GroupSex,30-34,30,5
2022,PopulationByAge5GroupSex,35-39,35,5
2022,PopulationByAge5GroupSex,40-44,40,5
2022,PopulationByAge5GroupSex,45-49,45,5
2022,PopulationByAge5GroupSex,50-54,50,5
2022,PopulationByAge5GroupSex,55-59,55,5
2022,PopulationByAge5GroupSex,60-64,60,5
2022,PopulationByAge5GroupSex,65-69,65,5
2022,PopulationByAge5GroupSex,70-74,70,5
2022,PopulationByAge5GroupSex,75-79,75,5
2022,PopulationByAge5GroupSex,80-84,80,5
2022,PopulationByAge5GroupSex,85-89,85,5
2022,PopulationByAge5GroupSex,90-94,90,5
2022,PopulationByAge5GroupSex,95-99,95,5
2022,PopulationByAge5GroupSex,100+,100,-1
2022,PopulationByAge5GroupSex_Percentage,0-4,0,5
2022,PopulationByAge5GroupSex_Percentage,5-9,5,5
2022,PopulationByAge5GroupSex_Percentage,10-14,10,5
2022,PopulationByAge5GroupSex_Percentage,15-19,15,5
2022,PopulationByAge5GroupSex_Percentage,20-24,20,5
2022,PopulationByAge5GroupSex_Percentage,25-29,25,5
2022,PopulationByAge5GroupSex_Percentage,30-34,30,5
2022,PopulationByAge5GroupSex_Percentage,35-39,35,5
2022,PopulationByAge5GroupSex_Percentage,40-44,40,5
2022,PopulationByAge5GroupSex_Percentage,45-49,45,5
2022,PopulationByAge5GroupSex_Percentage,50-54,50,5
2022,PopulationByAge5GroupSex_Percentage,55-59,55,5
2022,PopulationByAge5GroupSex_Percentage,60-64,60,5
2022,PopulationByAge5GroupSex_Percentage,65-69,65,5
2022,PopulationByAge5GroupSex_Percentage,70-74,70,5
2022,PopulationByAge5GroupSex_Percentage,75-79,75,5
2022,PopulationByAge5GroupSex_Percentage,80-84,80,5
2022,PopulationByAge5GroupSex_Percentage,85-89,85,5
2022,PopulationByAge5GroupSex_Percentage,90-94,90,5
2022,PopulationByAge5GroupSex_Percentage,95-99,95,5
2022,PopulationByAge5GroupSex_Percentage,100+,100,-1
2022,PopulationBySingleAgeSex,0,0,1
2022,PopulationBySingleAgeSex,1,1,1
2022,PopulationBySingleAgeSex,2,2,1
2022,PopulationBySingleAgeSex,3,3,1
2022,PopulationBySingleAgeSex,4,4,1
2022,PopulationBySingleAgeSex,5,5,1
2022,PopulationBySingleAgeSex,6,6,1
2022,PopulationBySingleAgeSex,7,7,1
2022,PopulationBySingleAgeSex,8,8,1
2022,PopulationBySingleAgeSex,9,9,1
2022,PopulationBySingleAgeSex,10,10,1
2022,PopulationBySingleAgeSex,11,11,1
2022,PopulationBySingleAgeSex,12,12,1
2022,PopulationBySingleAgeSex,13,13,1
2022,PopulationBySingleAgeSex,14,14,1
2022,PopulationBySingleAgeSex,15,15,1
2022,PopulationBySingleAgeSex,16,16,1
2022,PopulationBySingleAgeSex,17,17,1
2022,PopulationBySingleAgeSex,18,18,1
2022,PopulationBySingleAgeSex,19,19,1
2022,PopulationBySingleAgeSex,20,20,1
2022,PopulationBySingleAgeSex,21,21,1
2022,PopulationBySingleAgeSex,22,22,1
2022,PopulationBySingleAgeSex,23,23,1
2022,PopulationBySingleAgeSex,24,24,1
2022,PopulationBySingleAgeSex,25,25,1
2022,PopulationBySingleAgeSex,26,26,1
2022,PopulationBySingleAgeSex,27,27,1
2022,PopulationBySingleAgeSex,28,28,1
2022,PopulationBySingleAgeSex,29,29,1
2022,PopulationBySingleAgeSex,30,30,1
2022,PopulationBySingleAgeSex,31,31,1
2022,PopulationBySingleAgeSex,32,32,1
2022,PopulationBySingleAgeSex,33,33,1
2022,PopulationBySingleAgeSex,34,34,1
2022,PopulationBySingleAgeSex,35,35,1
2022,PopulationBySingleAgeSex,36,36,1
2022,PopulationBySingleAgeSex,37,37,1
2022,PopulationBySingleAgeSex,38,38,1
2022,PopulationBySingleAgeSex,39,39,1
2022,PopulationBySingleAgeSex,40,40,1
2022,PopulationBySingleAgeSex,41,41,1
2022,PopulationBySingleAgeSex,42,42,1
2022,PopulationBySingleAgeSex,43,43,1
2022,PopulationBySingleAgeSex,44,44,1
2022,PopulationBySingleAgeSex,45,45,1
2022,PopulationBySingleAgeSex,46,46,1
2022,PopulationBySingleAgeSex,47,47,1
2022,PopulationBySingleAgeSex,48,48,1
2022,PopulationBySingleAgeSex,49,49,1
2022,PopulationBySingleAgeSex,50,50,1
2022,PopulationBySingleAgeSex,51,51,1
2022,PopulationBySingleAgeSex,52,52,1
2022,PopulationBySingleAgeSex,53,53,1
2022,PopulationBySingleAgeSex,54,54,1
2022,PopulationBySingleAgeSex,55,55,1
2022,PopulationBySingleAgeSex,56,56,1
2022,PopulationBySingleAgeSex,57,57,1
2022,PopulationBySingleAgeSex,58,58,1
2022,PopulationBySingleAgeSex,59,59,1
2022,PopulationBySingleAgeSex,60,60,1
2022,PopulationBySingleAgeSex,61,61,1
2022,PopulationBySingleAgeSex,62,62,1
2022,PopulationBySingleAgeSex,63,63,1
2022,PopulationBySingleAgeSex,64,64,1
2022,PopulationBySingleAgeSex,65,65,1
2022,PopulationBySingleAgeSex,66,66,1
2022,PopulationBySingleAgeSex,67,67,1
2022,PopulationBySingleAgeSex,68,68,1
2022,PopulationBySingleAgeSex,69,69,1
2022,PopulationBySingleAgeSex,70,70,1
2022,PopulationBySingleAgeSex,71,71,1
2022,PopulationBySingleAgeSex,72,72,1
2022,PopulationBySingleAgeSex,73,73,1
2022,PopulationBySingleAgeSex,74,74,1
2022,PopulationBySingleAgeSex,75,75,1
2022,PopulationBySingleAgeSex,76,76,1
2022,PopulationBySingleAgeSex,77,77,1
2022,PopulationBySingleAgeSex,78,78,1
2022,PopulationBySingleAgeSex,79,79,1
2022,PopulationBySingleAgeSex,80,80,1
2022,PopulationBySingleAgeSex,81,81,1
2022,PopulationBySingleAgeSex,82,82,1
2022,PopulationBySingleAgeSex,83,83,1
2022,PopulationBySingleAgeSex,84,84,1
2022,PopulationBySingleAgeSex,85,85,1
2022,PopulationBySingleAgeSex,86,86,1
2022,PopulationBySingleAgeSex,87,87,1
2022,PopulationBySingleAgeSex,88,88,1
2022,PopulationBySingleAgeSex,89,89,1
2022,PopulationBySingleAgeSex,90,90,1
2022,PopulationBySingleAgeSex,91,91,1
2022,PopulationBySingleAgeSex,92,92,1
2022,PopulationBySingleAgeSex,93,93,1
2022,PopulationBySingleAgeSex,94,94,1
2022,PopulationBySingleAgeSex,95,95,1
2022,PopulationBySingleAgeSex,96,96,1
2022,PopulationBySingleAgeSex,97,97,1
2022,PopulationBySingleAgeSex,98,98,1
2022,PopulationBySingleAgeSex,99,99,1
2022,PopulationBySingleAgeSex,100+,100,-1
2022,PopulationBySingleAgeSex_Percentage,0,0,1
2022,PopulationBySingleAgeSex_Percentage,1,1,1
2022,PopulationBySingleAgeSex_Percentage,2,2,1
2022,PopulationBySingleAgeSex_Percentage,3,3,1
2022,PopulationBySingleAgeSex_Percentage,4,4,1
2022,PopulationBySingleAgeSex_Percentage,5,5,1
2022,PopulationBySingleAgeSex_Percentage,6,6,1
2022,PopulationBySingleAgeSex_Percentage,7,7,1
2022,PopulationBySingleAgeSex_Percentage,8,8,1
2022,PopulationBySingleAgeSex_Percentage,9,9,1
2022,PopulationBySingleAgeSex_Percentage,10,10,1
2022,PopulationBySingleAgeSex_Percentage,11,11,1
2022,PopulationBySingleAgeSex_Percentage,12,12,1
2022,PopulationBySingleAgeSex_Percentage,13,13,1
2022,PopulationBySingleAgeSex_Percentage,14,14,1
2022,PopulationBySingleAgeSex_Percentage,15,15,1
2022,PopulationBySingleAgeSex_Percentage,16,16,1
2022,PopulationBySingleAgeSex_Percentage,17,17,1
2022,PopulationBySingleAgeSex_Percentage,18,18,1
2022,PopulationBySingleAgeSex_Percentage,19,19,1
2022,PopulationBySingleAgeSex_Percentage,20,20,1
2022,PopulationBySingleAgeSex_Percentage,21,21,1
2022,PopulationBySingleAgeSex_Percentage,22,22,1
2022,PopulationBySingleAgeSex_Percentage,23,23,1
2022,PopulationBySingleAgeSex_Percentage,24,24,1
2022,PopulationBySingleAgeSex_Percentage,25,25,1
2022,PopulationBySingleAgeSex_Percentage,26,26,1
2022,PopulationBySingleAgeSex_Percentage,27,27,1
2022,PopulationBySingleAgeSex_Percentage,28,28,1
2022,PopulationBySingleAgeSex_Percentage,29,29,1
2022,PopulationBySingleAgeSex_Percentage,30,30,1
2022,PopulationBySingleAgeSex_Percentage,31,31,1
2022,PopulationBySingleAgeSex_Percentage,32,32,1
2022,PopulationBySingleAgeSex_Percentage,33,33,1
2022,PopulationBySingleAgeSex_Percentage,34,34,1
2022,PopulationBySingleAgeSex_Percentage,35,35,1
2022,PopulationBySingleAgeSex_Percentage,36,36,1
2022,PopulationBySingleAgeSex_Percentage,37,37,1
2022,PopulationBySingleAgeSex_Percentage,38,38,1
2022,PopulationBySingleAgeSex_Percentage,39,39,1
2022,PopulationBySingleAgeSex_Percentage,40,40,1
2022,PopulationBySingleAgeSex_Percentage,41,41,1
2022,PopulationBySingleAgeSex_Percentage,42,42,1
2022,PopulationBySingleAgeSex_Percentage,43,43,1
2022,PopulationBySingleAgeSex_Percentage,44,44,1
2022,PopulationBySingleAgeSex_Percentage,45,45,1
2022,PopulationBySingleAgeSex_Percentage,46,46,1
2022,PopulationBySingleAgeSex_Percentage,47,47,1
2022,PopulationBySingleAgeSex_Percentage,48,48,1
2022,PopulationBySingleAgeSex_Percentage,49,49,1
2022,PopulationBySingleAgeSex_Percentage,50,50,1
2022,PopulationBySingleAgeSex_Percentage,51,51,1
2022,PopulationBySingleAgeSex_Percentage,52,52,1
2022,PopulationBySingleAgeSex_Percentage,53,53,1
2022,PopulationBySingleAgeSex_Percentage,54,54,1
2022,PopulationBySingleAgeSex_Percentage,55,55,1
2022,PopulationBySingleAgeSex_Percentage,56,56,1
2022,PopulationBySingleAgeSex_Percentage,57,57,1
2022,PopulationBySingleAgeSex_Percentage,58,58,1
2022,PopulationBySingleAgeSex_Percentage,59,59,1
2022,PopulationBySingleAgeSex_Percentage,60,60,1
2022,PopulationBySingleAgeSex_Percentage,61,61,1
2022,PopulationBySingleAgeSex_Percentage,62,62,1
2022,PopulationBySingleAgeSex_Percentage,63,63,1
2022,PopulationBySingleAgeSex_Percentage,64,64,1
2022,PopulationBySingleAgeSex_Percentage,65,65,1
2022,PopulationBySingleAgeSex_Percentage,66,66,1
2022,PopulationBySingleAgeSex_Percentage,67,67,1
2022,PopulationBySingleAgeSex_Percentage,68,68,1
2022,PopulationBySingleAgeSex_Percentage,69,69,1
2022,PopulationBySingleAgeSex_Percentage,70,70,1
2022,PopulationBySingleAgeSex_Percentage,71,71,1
2022,PopulationBySingleAgeSex_Percentage,72,72,1
2022,PopulationBySingleAgeSex_Percentage,73,73,1
2022,PopulationBySingleAgeSex_Percentage,74,74,1
2022,PopulationBySingleAgeSex_Percentage,75,75,1
2022,PopulationBySingleAgeSex_Percentage,76,76,1
2022,PopulationBySingleAgeSex_Percentage,77,77,1
2022,PopulationBySingleAgeSex_Percentage,78,78,1
2022,PopulationBySingleAgeSex_Percentage,79,79,1
2022,PopulationBySingleAgeSex_Percentage,80,80,1
2022,PopulationBySingleAgeSex_Percentage,81,81,1
2022,PopulationBySingleAgeSex_Percentage,82,82,1
2022,PopulationBySingleAgeSex_Percentage,83,83,1
2022,PopulationBySingleAgeSex_Percentage,84,84,1
2022,PopulationBySingleAgeSex_Percentage,85,85,1
2022,PopulationBySingleAgeSex_Percentage,86,86,1
2022,PopulationBySingleAgeSex_Percentage,87,87,1
2022,PopulationBySingleAgeSex_Percentage,88,88,1
2022,PopulationBySingleAgeSex_Percentage,89,89,1
2022,PopulationBySingleAgeSex_Percentage,90,90,1
2022,PopulationBySingleAgeSex_Percentage,91,91,1
2022,PopulationBySingleAgeSex_Percentage,92,92,1
2022,PopulationBySingleAgeSex_Percentage,93,93,1
2022,PopulationBySingleAgeSex_Percentage,94,94,1
2022,PopulationBySingleAgeSex_Percentage,95,95,1
2022,PopulationBySingleAgeSex_Percentage,96,96,1
2022,PopulationBySingleAgeSex_Percentage,97,97,1
2022,PopulationBySingleAgeSex_Percentage,98,98,1
2022,PopulationBySingleAgeSex_Percentage,99,99,1
2022,PopulationBySingleAgeSex_Percentage,100+,100,-1
2022,PopulationExposureByAge5GroupSex,0-4,0,5
2022,PopulationExposureByAge5GroupSex,5-9,5,5
2022,PopulationExposureByAge5GroupSex,10-14,10,5
2022,PopulationExposureByAge5GroupSex,15-19,15,5
2022,PopulationExposureByAge5GroupSex,20-24,20,5
2022,PopulationExposureByAge5GroupSex,25-29,25,5
2022,PopulationExposureByAge5GroupSex,30-34,30,5
2022,PopulationExposureByAge5GroupSex,35-39,35,5
2022,PopulationExposureByAge5GroupSex,40-44,40,5
2022,PopulationExposureByAge5GroupSex,45-49,45,5
2022,PopulationExposureByAge5GroupSex,50-54,50,5
2022,PopulationExposureByAge5GroupSex,55-59,55,5
2022,PopulationExposureByAge5GroupSex,60-64,60,5
2022,PopulationExposureByAge5GroupSex,65-69,65,5
2022,PopulationExposureByAge5GroupSex,70-74,70,5
2022,PopulationExposureByAge5GroupSex,75-79,75,5
2022,PopulationExposureByAge5GroupSex,80-84,80,5
2022,PopulationExposureByAge5GroupSex,85-89,85,5
2022,PopulationExposureByAge5GroupSex,90-94,90,5
2022,PopulationExposureByAge5GroupSex,95-99,95,5
2022,PopulationExposureByAge5GroupSex,100+,100,-1
2022,PopulationExposureBySingleAgeSex,0,0,1
2022,PopulationExposureBySingleAgeSex,1,1,1
2022,PopulationExposureBySingleAgeSex,2,2,1
2022,PopulationExposureBySingleAgeSex,3,3,1
2022,PopulationExposureBySingleAgeSex,4,4,1
2022,PopulationExposureBySingleAgeSex,5,5,1
2022,PopulationExposureBySingleAgeSex,6,6,1
2022,PopulationExposureBySingleAgeSex,7,7,1
2022,PopulationExposureBySingleAgeSex,8,8,1
