wpp,file,AgeGrp,AgeGrpStart,AgeGrpSpan
2004,PopulationBySingleAgeSex_2005-2050,100,100,-1
2006,Fertility_by_Age,15-19,15,5
2006,Fertility_by_Age,20-24,20,5
2006,Fertility_by_Age,25-29,25,5
2006,Fertility_by_Age,30-34,30,5
2006,Fertility_by_Age,35-39,35,5
2006,Fertility_by_Age,40-44,40,5
2006,Fertility_by_Age,45-49,45,5
2006,Life_Table,0,0,1
2006,Life_Table,1-4,1,4
2006,Life_Table,5-9,5,5
2006,Life_Table,10-14,10,5
2006,Life_Table,15-19,15,5
2006,Life_Table,20-24,20,5
2006,Life_Table,25-29,25,5
2006,Life_Table,30-34,30,5
2006,Life_Table,35-39,35,5
2006,Life_Table,40-44,40,5
2006,Life_Table,45-49,45,5
2006,Life_Table,50-54,50,5
2006,Life_Table,55-59,55,5
2006,Life_Table,60-64,60,5
2006,Life_Table,65-69,65,5
2006,Life_Table,70-74,70,5
2006,Life_Table,75-79,75,5
2006,Life_Table,80-84,80,5
2006,Life_Table,85-89,85,5
2006,Life_Table,90-94,90,5
2006,Life_Table,95-99,95,5
2006,Life_Table,100+,100,-1
2006,PopulationByAgeSex_5x5_Medium,0-4,0,5
2006,PopulationByAgeSex_5x5_Medium,5-9,5,5
2006,PopulationByAgeSex_5x5_Medium,10-14,10,5
2006,PopulationByAgeSex_5x5_Medium,15-19,15,5
2006,PopulationByAgeSex_5x5_Medium,20-24,20,5
2006,PopulationByAgeSex_5x5_Medium,25-29,25,5
2006,PopulationByAgeSex_5x5_Medium,30-34,30,5
2006,PopulationByAgeSex_5x5_Medium,35-39,35,5
2006,PopulationByAgeSex_5x5_Medium,40-44,40,5
2006,PopulationByAgeSex_5x5_Medium,45-49,45,5
2006,PopulationByAgeSex_5x5_Medium,50-54,50,5
2006,PopulationByAgeSex_5x5_Medium,55-59,55,5
2006,PopulationByAgeSex_5x5_Medium,60-64,60,5
2006,PopulationByAgeSex_5x5_Medium,65-69,65,5
2006,PopulationByAgeSex_5x5_Medium,70-74,70,5
2006,PopulationByAgeSex_5x5_Medium,75-79,75,5
2006,PopulationByAgeSex_5x5_Medium,80-84,80,5
2006,PopulationByAgeSex_5x5_Medium,85-89,85,5
2006,PopulationByAgeSex_5x5_Medium,90-94,90,5
2006,PopulationByAgeSex_5x5_Medium,95-99,95,5
2006,PopulationByAgeSex_5x5_Medium,100+,100,-1
2006,PopulationByAgeSex_Medium,0-4,0,5
2006,PopulationByAgeSex_Medium,5-9,5,5
2006,PopulationByAgeSex_Medium,10-14,10,5
2006,PopulationByAgeSex_Medium,15-19,15,5
2006,PopulationByAgeSex_Medium,20-24,20,5
2006,PopulationByAgeSex_Medium,25-29,25,5
2006,PopulationByAgeSex_Medium,30-34,30,5
2006,PopulationByAgeSex_Medium,35-39,35,5
2006,PopulationByAgeSex_Medium,40-44,40,5
2006,PopulationByAgeSex_Medium,45-49,45,5
2006,PopulationByAgeSex_Medium,50-54,50,5
2006,PopulationByAgeSex_Medium,55-59,55,5
2006,PopulationByAgeSex_Medium,60-64,60,5
2006,PopulationByAgeSex_Medium,65-69,65,5
2006,PopulationByAgeSex_Medium,70-74,70,5
2006,PopulationByAgeSex_Medium,75-79,75,5
2006,PopulationByAgeSex_Medium,80-84,80,5
2006,PopulationByAgeSex_Medium,85-89,85,5
2006,PopulationByAgeSex_Medium,90-94,90,5
2006,PopulationByAgeSex_Medium,95-99,95,5
2006,PopulationByAgeSex_Medium,100+,100,-1
2006,PopulationByAgeSex_OtherVariants,0-4,0,5
2006,PopulationByAgeSex_OtherVariants,5-9,5,5
2006,PopulationByAgeSex_OtherVariants,10-14,10,5
2006,PopulationByAgeSex_OtherVariants,15-19,15,5
2006,PopulationByAgeSex_OtherVariants,20-24,20,5
2006,PopulationByAgeSex_OtherVariants,25-29,25,5
2006,PopulationByAgeSex_OtherVariants,30-34,30,5
2006,PopulationByAgeSex_OtherVariants,35-39,35,5
2006,PopulationByAgeSex_OtherVariants,40-44,40,5
2006,PopulationByAgeSex_OtherVariants,45-49,45,5
2006,PopulationByAgeSex_OtherVariants,50-54,50,5
2006,PopulationByAgeSex_OtherVariants,55-59,55,5
2006,PopulationByAgeSex_OtherVariants,60-64,60,5
2006,PopulationByAgeSex_OtherVariants,65-69,65,5
2006,PopulationByAgeSex_OtherVariants,70-74,70,5
2006,PopulationByAgeSex_OtherVariants,75-79,75,5
2006,PopulationByAgeSex_OtherVariants,80-84,80,5
2006,PopulationByAgeSex_OtherVariants,85-89,85,5
2006,PopulationByAgeSex_OtherVariants,90-94,90,5
2006,PopulationByAgeSex_OtherVariants,95-99,95,5
2006,PopulationByAgeSex_OtherVariants,100+,100,-1
2006,PopulationBySingleAgeSex_1950-2004,0,0,1
2006,PopulationBySingleAgeSex_1950-2004,1,1,1
2006,PopulationBySingleAgeSex_1950-2004,2,2,1
2006,PopulationBySingleAgeSex_1950-2004,3,3,1
2006,PopulationBySingleAgeSex_1950-2004,4,4,1
2006,PopulationBySingleAgeSex_1950-2004,5,5,1
2006,PopulationBySingleAgeSex_1950-2004,6,6,1
2006,PopulationBySingleAgeSex_1950-2004,7,7,1
2006,PopulationBySingleAgeSex_1950-2004,8,8,1
2006,PopulationBySingleAgeSex_1950-2004,9,9,1
2006,PopulationBySingleAgeSex_1950-2004,10,10,1
2006,PopulationBySingleAgeSex_1950-2004,11,11,1
2006,PopulationBySingleAgeSex_1950-2004,12,12,1
2006,PopulationBySingleAgeSex_1950-2004,13,13,1
2006,PopulationBySingleAgeSex_1950-2004,14,14,1
2006,PopulationBySingleAgeSex_1950-2004,15,15,1
2006,PopulationBySingleAgeSex_1950-2004,16,16,1
2006,PopulationBySingleAgeSex_1950-2004,17,17,1
2006,PopulationBySingleAgeSex_1950-2004,18,18,1
2006,PopulationBySingleAgeSex_1950-2004,19,19,1
2006,PopulationBySingleAgeSex_1950-2004,20,20,1
2006,PopulationBySingleAgeSex_1950-2004,21,21,1
2006,PopulationBySingleAgeSex_1950-2004,22,22,1
2006,PopulationBySingleAgeSex_1950-2004,23,23,1
2006,PopulationBySingleAgeSex_1950-2004,24,24,1
2006,PopulationBySingleAgeSex_1950-2004,25,25,1
2006,PopulationBySingleAgeSex_1950-2004,26,26,1
2006,PopulationBySingleAgeSex_1950-2004,27,27,1
2006,PopulationBySingleAgeSex_1950-2004,28,28,1
2006,PopulationBySingleAgeSex_1950-2004,29,29,1
2006,PopulationBySingleAgeSex_1950-2004,30,30,1
2006,PopulationBySingleAgeSex_1950-2004,31,31,1
2006,PopulationBySingleAgeSex_1950-2004,32,32,1
2006,PopulationBySingleAgeSex_1950-2004,33,33,1
2006,PopulationBySingleAgeSex_1950-2004,34,34,1
2006,PopulationBySingleAgeSex_1950-2004,35,35,1
2006,PopulationBySingleAgeSex_1950-2004,36,36,1
2006,PopulationBySingleAgeSex_1950-2004,37,37,1
2006,PopulationBySingleAgeSex_1950-2004,38,38,1
2006,PopulationBySingleAgeSex_1950-2004,39,39,1
2006,PopulationBySingleAgeSex_1950-2004,40,40,1
2006,PopulationBySingleAgeSex_1950-2004,41,41,1
2006,PopulationBySingleAgeSex_1950-2004,42,42,1
2006,PopulationBySingleAgeSex_1950-2004,43,43,1
2006,PopulationBySingleAgeSex_1950-2004,44,44,1
2006,PopulationBySingleAgeSex_1950-2004,45,45,1
2006,PopulationBySingleAgeSex_1950-2004,46,46,1
2006,PopulationBySingleAgeSex_1950-2004,47,47,1
2006,PopulationBySingleAgeSex_1950-2004,48,48,1
2006,PopulationBySingleAgeSex_1950-2004,49,49,1
2006,PopulationBySingleAgeSex_1950-2004,50,50,1
2006,PopulationBySingleAgeSex_1950-2004,51,51,1
2006,PopulationBySingleAgeSex_1950-2004,52,52,1
2006,PopulationBySingleAgeSex_1950-2004,53,53,1
2006,PopulationBySingleAgeSex_1950-2004,54,54,1
2006,PopulationBySingleAgeSex_1950-2004,55,55,1
2006,PopulationBySingleAgeSex_1950-2004,56,56,1
2006,PopulationBySingleAgeSex_1950-2004,57,57,1
2006,PopulationBySingleAgeSex_1950-2004,58,58,1
2006,PopulationBySingleAgeSex_1950-2004,59,59,1
2006,PopulationBySingleAgeSex_1950-2004,60,60,1
2006,PopulationBySingleAgeSex_1950-2004,61,61,1
2006,PopulationBySingleAgeSex_1950-2004,62,62,1
2006,PopulationBySingleAgeSex_1950-2004,63,63,1
2006,PopulationBySingleAgeSex_1950-2004,64,64,1
2006,PopulationBySingleAgeSex_1950-2004,65,65,1
2006,PopulationBySingleAgeSex_1950-2004,66,66,1
2006,PopulationBySingleAgeSex_1950-2004,67,67,1
2006,PopulationBySingleAgeSex_1950-2004,68,68,1
2006,PopulationBySingleAgeSex_1950-2004,69,69,1
2006,PopulationBySingleAgeSex_1950-2004,70,70,1
2006,PopulationBySingleAgeSex_1950-2004,71,71,1
2006,PopulationBySingleAgeSex_1950-2004,72,72,1
2006,PopulationBySingleAgeSex_1950-2004,73,73,1
2006,PopulationBySingleAgeSex_1950-2004,74,74,1
2006,PopulationBySingleAgeSex_1950-2004,75,75,1
2006,PopulationBySingleAgeSex_1950-2004,76,76,1
2006,PopulationBySingleAgeSex_1950-2004,77,77,1
2006,PopulationBySingleAgeSex_1950-2004,78,78,1
2006,PopulationBySingleAgeSex_1950-2004,79,79,1
2006,PopulationBySingleAgeSex_1950-2004,80,80,1
2006,PopulationBySingleAgeSex_1950-2004,81,81,1
2006,PopulationBySingleAgeSex_1950-2004,82,82,1
2006,PopulationBySingleAgeSex_1950-2004,83,83,1
2006,PopulationBySingleAgeSex_1950-2004,84,84,1
2006,PopulationBySingleAgeSex_1950-2004,85,85,1
2006,PopulationBySingleAgeSex_1950-2004,86,86,1
2006,PopulationBySingleAgeSex_1950-2004,87,87,1
2006,PopulationBySingleAgeSex_1950-2004,88,88,1
2006,PopulationBySingleAgeSex_1950-2004,89,89,1
2006,PopulationBySingleAgeSex_1950-2004,90,90,1
2006,PopulationBySingleAgeSex_1950-2004,91,91,1
2006,PopulationBySingleAgeSex_1950-2004,92,92,1
2006,PopulationBySingleAgeSex_1950-2004,93,93,1
2006,PopulationBySingleAgeSex_1950-2004,94,94,1
2006,PopulationBySingleAgeSex_1950-2004,95,95,1
2006,PopulationBySingleAgeSex_1950-2004,96,96,1
2006,PopulationBySingleAgeSex_1950-2004,97,97,1
2006,PopulationBySingleAgeSex_1950-2004,98,98,1
2006,PopulationBySingleAgeSex_1950-2004,99,99,1
2006,PopulationBySingleAgeSex_1950-2004,100,100,-1
2006,PopulationBySingleAgeSex_2005-2050,0,0,1
2006,PopulationBySingleAgeSex_2005-2050,1,1,1
2006,PopulationBySingleAgeSex_2005-2050,2,2,1
2006,PopulationBySingleAgeSex_2005-2050,3,3,1
2006,PopulationBySingleAgeSex_2005-2050,4,4,1
2006,PopulationBySingleAgeSex_2005-2050,5,5,1
2006,PopulationBySingleAgeSex_2005-2050,6,6,1
2006,PopulationBySingleAgeSex_2005-2050,7,7,1
2006,PopulationBySingleAgeSex_2005-2050,8,8,1
2006,PopulationBySingleAgeSex_2005-2050,9,9,1
2006,PopulationBySingleAgeSex_2005-2050,10,10,1
2006,PopulationBySingleAgeSex_2005-2050,11,11,1
2006,PopulationBySingleAgeSex_2005-2050,12,12,1
2006,PopulationBySingleAgeSex_2005-2050,13,13,1
2006,PopulationBySingleAgeSex_2005-2050,14,14,1
2006,PopulationBySingleAgeSex_2005-2050,15,15,1
2006,PopulationBySingleAgeSex_2005-2050,16,16,1
2006,PopulationBySingleAgeSex_2005-2050,17,17,1
2006,PopulationBySingleAgeSex_2005-2050,18,18,1
2006,PopulationBySingleAgeSex_2005-2050,19,19,1
2006,PopulationBySingleAgeSex_2005-2050,20,20,1
2006,PopulationBySingleAgeSex_2005-2050,21,21,1
2006,PopulationBySingleAgeSex_2005-2050,22,22,1
2006,PopulationBySingleAgeSex_2005-2050,23,23,1
2006,PopulationBySingleAgeSex_2005-2050,24,24,1
2006,PopulationBySingleAgeSex_2005-2050,25,25,1
2006,PopulationBySingleAgeSex_2005-2050,26,26,1
2006,PopulationBySingleAgeSex_2005-2050,27,27,1
2006,PopulationBySingleAgeSex_2005-2050,28,28,1
2006,PopulationBySingleAgeSex_2005-2050,29,29,1
2006,PopulationBySingleAgeSex_2005-2050,30,30,1
2006,PopulationBySingleAgeSex_2005-2050,31,31,1
2006,PopulationBySingleAgeSex_2005-2050,32,32,1
2006,PopulationBySingleAgeSex_2005-2050,33,33,1
2006,PopulationBySingleAgeSex_2005-2050,34,34,1
2006,PopulationBySingleAgeSex_2005-2050,35,35,1
2006,PopulationBySingleAgeSex_2005-2050,36,36,1
2006,PopulationBySingleAgeSex_2005-2050,37,37,1
2006,PopulationBySingleAgeSex_2005-2050,38,38,1
2006,PopulationBySingleAgeSex_2005-2050,39,39,1
2006,PopulationBySingleAgeSex_2005-2050,40,40,1
2006,PopulationBySingleAgeSex_2005-2050,41,41,1
2006,PopulationBySingleAgeSex_2005-2050,42,42,1
2006,PopulationBySingleAgeSex_2005-2050,43,43,1
2006,PopulationBySingleAgeSex_2005-2050,44,44,1
2006,PopulationBySingleAgeSex_2005-2050,45,45,1
2006,PopulationBySingleAgeSex_2005-2050,46,46,1
2006,PopulationBySingleAgeSex_2005-2050,47,47,1
2006,PopulationBySingleAgeSex_2005-2050,48,48,1
2006,PopulationBySingleAgeSex_2005-2050,49,49,1
2006,PopulationBySingleAgeSex_2005-2050,50,50,1
2006,PopulationBySingleAgeSex_2005-2050,51,51,1
2006,PopulationBySingleAgeSex_2005-2050,52,52,1
2006,PopulationBySingleAgeSex_2005-2050,53,53,1
2006,PopulationBySingleAgeSex_2005-2050,54,54,1
2006,PopulationBySingleAgeSex_2005-2050,55,55,1
2006,PopulationBySingleAgeSex_2005-2050,56,56,1
2006,PopulationBySingleAgeSex_2005-2050,57,57,1
2006,PopulationBySingleAgeSex_2005-2050,58,58,1
2006,PopulationBySingleAgeSex_2005-2050,59,59,1
2006,PopulationBySingleAgeSex_2005-2050,60,60,1
2006,PopulationBySingleAgeSex_2005-2050,61,61,1
2006,PopulationBySingleAgeSex_2005-2050,62,62,1
2006,PopulationBySingleAgeSex_2005-2050,63,63,1
2006,PopulationBySingleAgeSex_2005-2050,64,64,1
2006,PopulationBySingleAgeSex_2005-2050,65,65,1
2006,PopulationBySingleAgeSex_2005-2050,66,66,1
2006,PopulationBySingleAgeSex_2005-2050,67,67,1
2006,PopulationBySingleAgeSex_2005-2050,68,68,1
2006,PopulationBySingleAgeSex_2005-2050,69,69,1
2006,PopulationBySingleAgeSex_2005-2050,70,70,1
2006,PopulationBySingleAgeSex_2005-2050,71,71,1
2006,PopulationBySingleAgeSex_2005-2050,72,72,1
2006,PopulationBySingleAgeSex_2005-2050,73,73,1
2006,PopulationBySingleAgeSex_2005-2050,74,74,1
2006,PopulationBySingleAgeSex_2005-2050,75,75,1
2006,PopulationBySingleAgeSex_2005-2050,76,76,1
2006,PopulationBySingleAgeSex_2005-2050,77,77,1
2006,PopulationBySingleAgeSex_2005-2050,78,78,1
2006,PopulationBySingleAgeSex_2005-2050,79,79,1
2006,PopulationBySingleAgeSex_2005-2050,80,80,1
2006,PopulationBySingleAgeSex_2005-2050,81,81,1
2006,PopulationBySingleAgeSex_2005-2050,82,82,1
2006,PopulationBySingleAgeSex_2005-2050,83,83,1
2006,PopulationBySingleAgeSex_2005-2050,84,84,1
2006,PopulationBySingleAgeSex_2005-2050,85,85,1
2006,PopulationBySingleAgeSex_2005-2050,86,86,1
2006,PopulationBySingleAgeSex_2005-2050,87,87,1
2006,PopulationBySingleAgeSex_2005-2050,88,88,1
2006,PopulationBySingleAgeSex_2005-2050,89,89,1
2006,PopulationBySingleAgeSex_2005-2050,90,90,1
2006,PopulationBySingleAgeSex_2005-2050,91,91,1
2006,PopulationBySingleAgeSex_2005-2050,92,92,1
2006,PopulationBySingleAgeSex_2005-2050,93,93,1
2006,PopulationBySingleAgeSex_2005-2050,94,94,1
2006,PopulationBySingleAgeSex_2005-2050,95,95,1
2006,PopulationBySingleAgeSex_2005-2050,96,96,1
2006,PopulationBySingleAgeSex_2005-2050,97,97,1
2006,PopulationBySingleAgeSex_2005-2050,98,98,1
2006,PopulationBySingleAgeSex_2005-2050,99,99,1
2006,PopulationBySingleAgeSex_2005-2050,100,100,-1
2008,Fertility_by_Age,15-19,15,5
2008,Fertility_by_Age,20-24,20,5
2008,Fertility_by_Age,25-29,25,5
2008,Fertility_by_Age,30-34,30,5
2008,Fertility_by_Age,35-39,35,5
2008,Fertility_by_Age,40-44,40,5
2008,Fertility_by_Age,45-49,45,5
2008,Life_Table,0,0,1
2008,Life_Table,1-4,1,4
2008,Life_Table,5-9,5,5
2008,Life_Table,10-14,10,5
2008,Life_Table,15-19,15,5
2008,Life_Table,20-24,20,5
2008,Life_Table,25-29,25,5
2008,Life_Table,30-34,30,5
2008,Life_Table,35-39,35,5
2008,Life_Table,40-44,40,5
2008,Life_Table,45-49,45,5
2008,Life_Table,50-54,50,5
2008,Life_Table,55-59,55,5
2008,Life_Table,60-64,60,5
2008,Life_Table,65-69,65,5
2008,Life_Table,70-74,70,5
2008,Life_Table,75-79,75,5
2008,Life_Table,80-84,80,5
2008,Life_Table,85-89,85,5
2008,Life_Table,90-94,90,5
2008,Life_Table,95-99,95,5
2008,Life_Table,100+,100,-1
2008,PopulationByAgeSex_5x5_Medium,0-4,0,5
2008,PopulationByAgeSex_5x5_Medium,5-9,5,5
2008,PopulationByAgeSex_5x5_Medium,10-14,10,5
2008,PopulationByAgeSex_5x5_Medium,15-19,15,5
2008,PopulationByAgeSex_5x5_Medium,20-24,20,5
2008,PopulationByAgeSex_5x5_Medium,25-29,25,5
2008,PopulationByAgeSex_5x5_Medium,30-34,30,5
2008,PopulationByAgeSex_5x5_Medium,35-39,35,5
2008,PopulationByAgeSex_5x5_Medium,40-44,40,5
2008,PopulationByAgeSex_5x5_Medium,45-49,45,5
2008,PopulationByAgeSex_5x5_Medium,50-54,50,5
2008,PopulationByAgeSex_5x5_Medium,55-59,55,5
2008,PopulationByAgeSex_5x5_Medium,60-64,60,5
2008,PopulationByAgeSex_5x5_Medium,65-69,65,5
2008,PopulationByAgeSex_5x5_Medium,70-74,70,5
2008,PopulationByAgeSex_5x5_Medium,75-79,75,5
2008,PopulationByAgeSex_5x5_Medium,80-84,80,5
2008,PopulationByAgeSex_5x5_Medium,85-89,85,5
2008,PopulationByAgeSex_5x5_Medium,90-94,90,5
2008,PopulationByAgeSex_5x5_Medium,95-99,95,5
2008,PopulationByAgeSex_5x5_Medium,100+,100,-1
2008,PopulationByAgeSex_Medium,0-4,0,5
2008,PopulationByAgeSex_Medium,5-9,5,5
2008,PopulationByAgeSex_Medium,10-14,10,5
2008,PopulationByAgeSex_Medium,15-19,15,5
2008,PopulationByAgeSex_Medium,20-24,20,5
2008,PopulationByAgeSex_Medium,25-29,25,5
2008,PopulationByAgeSex_Medium,30-34,30,5
2008,PopulationByAgeSex_Medium,35-39,35,5
2008,PopulationByAgeSex_Medium,40-44,40,5
2008,PopulationByAgeSex_Medium,45-49,45,5
2008,PopulationByAgeSex_Medium,50-54,50,5
2008,PopulationByAgeSex_Medium,55-59,55,5
2008,PopulationByAgeSex_Medium,60-64,60,5
2008,PopulationByAgeSex_Medium,65-69,65,5
2008,PopulationByAgeSex_Medium,70-74,70,5
2008,PopulationByAgeSex_Medium,75-79,75,5
2008,PopulationByAgeSex_Medium,80-84,80,5
2008,PopulationByAgeSex_Medium,85-89,85,5
2008,PopulationByAgeSex_Medium,90-94,90,5
2008,PopulationByAgeSex_Medium,95-99,95,5
2008,PopulationByAgeSex_Medium,100+,100,-1
2008,PopulationByAgeSex_OtherVariants,0-4,0,5
2008,PopulationByAgeSex_OtherVariants,5-9,5,5
2008,PopulationByAgeSex_OtherVariants,10-14,10,5
2008,PopulationByAgeSex_OtherVariants,15-19,15,5
2008,PopulationByAgeSex_OtherVariants,20-24,20,5
2008,PopulationByAgeSex_OtherVariants,25-29,25,5
2008,PopulationByAgeSex_OtherVariants,30-34,30,5
2008,PopulationByAgeSex_OtherVariants,35-39,35,5
2008,PopulationByAgeSex_OtherVariants,40-44,40,5
2008,PopulationByAgeSex_OtherVariants,45-49,45,5
2008,PopulationByAgeSex_OtherVariants,50-54,50,5
2008,PopulationByAgeSex_OtherVariants,55-59,55,5
2008,PopulationByAgeSex_OtherVariants,60-64,60,5
2008,PopulationByAgeSex_OtherVariants,65-69,65,5
2008,PopulationByAgeSex_OtherVariants,70-74,70,5
2008,PopulationByAgeSex_OtherVariants,75-79,75,5
2008,PopulationByAgeSex_OtherVariants,80-84,80,5
2008,PopulationByAgeSex_OtherVariants,85-89,85,5
2008,PopulationByAgeSex_OtherVariants,90-94,90,5
2008,PopulationByAgeSex_OtherVariants,95-99,95,5
2008,PopulationByAgeSex_OtherVariants,100+,100,-1
2008,PopulationBySingleAgeSex_1950-2004,0,0,1
2008,PopulationBySingleAgeSex_1950-2004,1,1,1
2008,PopulationBySingleAgeSex_1950-2004,2,2,1
2008,PopulationBySingleAgeSex_1950-2004,3,3,1
2008,PopulationBySingleAgeSex_1950-2004,4,4,1
2008,PopulationBySingleAgeSex_1950-2004,5,5,1
2008,PopulationBySingleAgeSex_1950-2004,6,6,1
2008,PopulationBySingleAgeSex_1950-2004,7,7,1
2008,PopulationBySingleAgeSex_1950-2004,8,8,1
2008,PopulationBySingleAgeSex_1950-2004,9,9,1
2008,PopulationBySingleAgeSex_1950-2004,10,10,1
2008,PopulationBySingleAgeSex_1950-2004,11,11,1
2008,PopulationBySingleAgeSex_1950-2004,12,12,1
2008,PopulationBySingleAgeSex_1950-2004,13,13,1
2008,PopulationBySingleAgeSex_1950-2004,14,14,1
2008,PopulationBySingleAgeSex_1950-2004,15,15,1
2008,PopulationBySingleAgeSex_1950-2004,16,16,1
2008,PopulationBySingleAgeSex_1950-2004,17,17,1
2008,PopulationBySingleAgeSex_1950-2004,18,18,1
2008,PopulationBySingleAgeSex_1950-2004,19,19,1
2008,PopulationBySingleAgeSex_1950-2004,20,20,1
2008,PopulationBySingleAgeSex_1950-2004,21,21,1
2008,PopulationBySingleAgeSex_1950-2004,22,22,1
2008,PopulationBySingleAgeSex_1950-2004,23,23,1
2008,PopulationBySingleAgeSex_1950-2004,24,24,1
2008,PopulationBySingleAgeSex_1950-2004,25,25,1
2008,PopulationBySingleAgeSex_1950-2004,26,26,1
2008,PopulationBySingleAgeSex_1950-2004,27,27,1
2008,PopulationBySingleAgeSex_1950-2004,28,28,1
2008,PopulationBySingleAgeSex_1950-2004,29,29,1
2008,PopulationBySingleAgeSex_1950-2004,30,30,1
2008,PopulationBySingleAgeSex_1950-2004,31,31,1
2008,PopulationBySingleAgeSex_1950-2004,32,32,1
2008,PopulationBySingleAgeSex_1950-2004,33,33,1
2008,PopulationBySingleAgeSex_1950-2004,34,34,1
2008,PopulationBySingleAgeSex_1950-2004,35,35,1
2008,PopulationBySingleAgeSex_1950-2004,36,36,1
2008,PopulationBySingleAgeSex_1950-2004,37,37,1
2008,PopulationBySingleAgeSex_1950-2004,38,38,1
2008,PopulationBySingleAgeSex_1950-2004,39,39,1
2008,PopulationBySingleAgeSex_1950-2004,40,40,1
2008,PopulationBySingleAgeSex_1950-2004,41,41,1
2008,PopulationBySingleAgeSex_1950-2004,42,42,1
2008,PopulationBySingleAgeSex_1950-2004,43,43,1
2008,PopulationBySingleAgeSex_1950-2004,44,44,1
2008,PopulationBySingleAgeSex_1950-2004,45,45,1
2008,PopulationBySingleAgeSex_1950-2004,46,46,1
2008,PopulationBySingleAgeSex_1950-2004,47,47,1
2008,PopulationBySingleAgeSex_1950-2004,48,48,1
2008,PopulationBySingleAgeSex_1950-2004,49,49,1
2008,PopulationBySingleAgeSex_1950-2004,50,50,1
2008,PopulationBySingleAgeSex_1950-2004,51,51,1
2008,PopulationBySingleAgeSex_1950-2004,52,52,1
2008,PopulationBySingleAgeSex_1950-2004,53,53,1
2008,PopulationBySingleAgeSex_1950-2004,54,54,1
2008,PopulationBySingleAgeSex_1950-2004,55,55,1
2008,PopulationBySingleAgeSex_1950-2004,56,56,1
2008,PopulationBySingleAgeSex_1950-2004,57,57,1
2008,PopulationBySingleAgeSex_1950-2004,58,58,1
2008,PopulationBySingleAgeSex_1950-2004,59,59,1
2008,PopulationBySingleAgeSex_1950-2004,60,60,1
2008,PopulationBySingleAgeSex_1950-2004,61,61,1
2008,PopulationBySingleAgeSex_1950-2004,62,62,1
2008,PopulationBySingleAgeSex_1950-2004,63,63,1
2008,PopulationBySingleAgeSex_1950-2004,64,64,1
2008,PopulationBySingleAgeSex_1950-2004,65,65,1
2008,PopulationBySingleAgeSex_1950-2004,66,66,1
2008,PopulationBySingleAgeSex_1950-2004,67,67,1
2008,PopulationBySingleAgeSex_1950-2004,68,68,1
2008,PopulationBySingleAgeSex_1950-2004,69,69,1
2008,PopulationBySingleAgeSex_1950-2004,70,70,1
2008,PopulationBySingleAgeSex_1950-2004,71,71,1
2008,PopulationBySingleAgeSex_1950-2004,72,72,1
2008,PopulationBySingleAgeSex_1950-2004,73,73,1
2008,PopulationBySingleAgeSex_1950-2004,74,74,1
2008,PopulationBySingleAgeSex_1950-2004,75,75,1
2008,PopulationBySingleAgeSex_1950-2004,76,76,1
2008,PopulationBySingleAgeSex_1950-2004,77,77,1
2008,PopulationBySingleAgeSex_1950-2004,78,78,1
2008,PopulationBySingleAgeSex_1950-2004,79,79,1
2008,PopulationBySingleAgeSex_1950-2004,80,80,1
2008,PopulationBySingleAgeSex_1950-2004,81,81,1
2008,PopulationBySingleAgeSex_1950-2004,82,82,1
2008,PopulationBySingleAgeSex_1950-2004,83,83,1
2008,PopulationBySingleAgeSex_1950-2004,84,84,1
2008,PopulationBySingleAgeSex_1950-2004,85,85,1
2008,PopulationBySingleAgeSex_1950-2004,86,86,1
2008,PopulationBySingleAgeSex_1950-2004,87,87,1
2008,PopulationBySingleAgeSex_1950-2004,88,88,1
2008,PopulationBySingleAgeSex_1950-2004,89,89,1
2008,PopulationBySingleAgeSex_1950-2004,90,90,1
2008,PopulationBySingleAgeSex_1950-2004,91,91,1
2008,PopulationBySingleAgeSex_1950-2004,92,92,1
2008,PopulationBySingleAgeSex_1950-2004,93,93,1
2008,PopulationBySingleAgeSex_1950-2004,94,94,1
2008,PopulationBySingleAgeSex_1950-2004,95,95,1
2008,PopulationBySingleAgeSex_1950-2004,96,96,1
2008,PopulationBySingleAgeSex_1950-2004,97,97,1
2008,PopulationBySingleAgeSex_1950-2004,98,98,1
2008,PopulationBySingleAgeSex_1950-2004,99,99,1
2008,PopulationBySingleAgeSex_1950-2004,100,100,-1
2008,PopulationBySingleAgeSex_2005-2050,0,0,1
2008,PopulationBySingleAgeSex_2005-2050,1,1,1
2008,PopulationBySingleAgeSex_2005-2050,2,2,1
2008,PopulationBySingleAgeSex_2005-2050,3,3,1
2008,PopulationBySingleAgeSex_2005-2050,4,4,1
2008,PopulationBySingleAgeSex_2005-2050,5,5,1
2008,PopulationBySingleAgeSex_2005-2050,6,6,1
2008,PopulationBySingleAgeSex_2005-2050,7,7,1
2008,PopulationBySingleAgeSex_2005-2050,8,8,1
2008,PopulationBySingleAgeSex_2005-2050,9,9,1
2008,PopulationBySingleAgeSex_2005-2050,10,10,1
2008,PopulationBySingleAgeSex_2005-2050,11,11,1
2008,PopulationBySingleAgeSex_2005-2050,12,12,1
2008,PopulationBySingleAgeSex_2005-2050,13,13,1
2008,PopulationBySingleAgeSex_2005-2050,14,14,1
2008,PopulationBySingleAgeSex_2005-2050,15,15,1
2008,PopulationBySingleAgeSex_2005-2050,16,16,1
2008,PopulationBySingleAgeSex_2005-2050,17,17,1
